user_idx,recourse,cost,elicitation,length,mixture_class,model_score,seed
0,True,154.46841583632118,0,5,5,0.19935061,2031.0
1,True,44.65020803054398,0,3,4,0.12766592,2031.0
2,True,191.42774977071912,0,3,5,0.14145544,2031.0
3,True,90.83243937849008,0,2,2,0.49692807,2031.0
4,True,2.0,0,2,4,0.069834515,2031.0
5,True,330.2587832218453,0,3,3,0.012024565,2031.0
6,True,2.0,0,2,4,0.09527259,2031.0
7,True,592.2632136048339,0,3,1,0.011895294,2031.0
8,True,336.55182551705605,0,3,3,0.011897402,2031.0
9,True,224.37557034062894,0,6,5,0.09988915,2031.0
10,True,130.85658304345756,0,3,1,0.21406022,2031.0
11,True,38.96282807965137,0,3,4,0.481334,2031.0
12,True,173.61014912065767,0,3,5,0.0058755237,2031.0
13,True,70.9171094071541,0,3,3,0.062315535,2031.0
14,True,54.479884245396505,0,2,1,0.39990324,2031.0
15,True,595.6775565896234,0,3,1,0.017227666,2031.0
16,True,196.31564378661665,0,4,5,0.15410167,2031.0
17,True,181.97568854668793,0,2,0,0.35980552,2031.0
18,True,328.11260889788537,0,3,3,0.017586874,2031.0
19,True,52.23235410938962,0,3,4,0.0075014126,2031.0
20,True,2.0,0,2,4,0.2511207,2031.0
21,False,249.73223454900958,0,4,5,0.0010251465,2031.0
22,True,50.61825875614939,0,3,4,0.018503029,2031.0
23,False,54.078898730478016,0,2,5,0.024704823,2031.0
24,True,184.2472255456342,0,3,0,0.08631718,2031.0
25,True,605.924428689829,0,3,1,0.054588377,2031.0
26,False,589.7096119015698,0,3,1,0.0051366836,2031.0
27,True,182.78512353839648,0,2,0,0.32088813,2031.0
28,True,2.0,0,2,4,0.1839525,2031.0
29,True,327.4847338726201,0,3,3,0.004512585,2031.0
30,True,2.0,0,2,4,0.4793886,2031.0
31,True,305.3341375739544,0,4,0,0.15276177,2031.0
32,True,45.825477827539956,0,3,4,0.1764376,2031.0
33,True,3.0,0,3,0,0.13365352,2031.0
34,True,593.4140839919219,0,3,1,0.006996702,2031.0
35,True,48.97404725050288,0,2,3,0.48744112,2031.0
36,True,425.54507585897744,0,3,2,0.19223104,2031.0
37,True,68.15808744571893,0,3,3,0.41423777,2031.0
38,True,32.20383744912081,0,3,4,0.02838313,2031.0
39,True,430.27610492872066,0,3,2,0.009760104,2031.0
40,True,92.60248269595238,0,3,2,0.039692476,2031.0
41,True,300.4885073292838,0,5,0,0.011243696,2031.0
42,True,615.8492864653174,0,3,1,0.27884188,2031.0
43,True,68.86913798667624,0,3,3,0.105649784,2031.0
44,True,51.71522181959646,0,2,5,0.105029546,2031.0
45,True,182.47110143130118,0,2,0,0.13328177,2031.0
46,True,44.95442892629028,0,3,4,0.08256059,2031.0
47,True,90.7311083750613,0,3,2,0.1384824,2031.0
48,True,4.0,0,4,0,0.23332447,2031.0
49,True,457.374521732063,0,4,2,0.25356367,2031.0
50,True,51.25464155344704,0,2,3,0.32114193,2031.0
51,True,590.9708922443316,0,3,1,0.010237262,2031.0
52,True,51.02989290515822,0,2,3,0.4575701,2031.0
53,True,47.8801026558683,0,3,4,0.0277913,2031.0
54,True,55.406016835088835,0,2,1,0.17648697,2031.0
55,True,305.4209084243361,0,5,0,0.3062686,2031.0
56,True,50.03165281124508,0,3,4,0.06715619,2031.0
57,True,421.5791496014867,0,3,2,0.005866409,2031.0
58,True,45.41312679150769,0,3,4,0.0048044105,2031.0
59,True,45.198351267394244,0,3,4,0.05636132,2031.0
60,True,712.2268593246973,0,4,1,0.023152312,2031.0
61,True,91.78436526544222,0,3,2,0.06700636,2031.0
62,False,181.87511069421595,0,2,0,0.022531537,2031.0
63,True,442.8487786770799,0,6,0,0.39184058,2031.0
64,True,2.0,0,2,4,0.19237264,2031.0
65,True,304.43067730026274,0,4,0,0.46815398,2031.0
66,True,325.2965564855176,0,6,0,0.0040410855,2031.0
67,True,47.21886636531805,0,3,4,0.03281329,2031.0
68,True,302.24767895176694,0,5,0,0.037031513,2031.0
